observation_id,class_id
3113029306,1263
3113029311,913
3113029312,1466
3113029313,803
3113029318,1265
3113029320,1186
3113029322,88
3113029323,1440
3113029324,249
3113029325,133
3113029327,567
3113029330,743
3113029334,1034
3113029336,870
3113029337,1594
3113029343,-1
3113029346,396
3113029348,743
3113029349,538
3113029350,-1
3113029351,1596
3113029353,249
3113029354,544
3113029356,-1
3116972314,133
3116972315,1290
3116972319,-1
3116972320,1558
3116972321,830
3116972323,1290
3116972324,184
3116972328,1071
3116972329,671
3116972330,149
3116972332,1437
3116972335,-1
3116972339,133
3116972340,743
3116972346,1092
3116972347,1437
3116972348,-1
3116972352,133
3116972355,1303
3116973303,858
3116973307,1051
3116973308,812
3116973311,1148
3116973312,937
3116973313,1083
3116973314,1594
3116973315,88
3116973316,-1
3116973318,266
3116973325,1186
3116973327,159
3116973328,184
3116973329,1175
3116973330,184
3116973331,-1
3116973332,133
3116973333,631
3116973338,1034
3116973341,1263
3116973343,-1
3116973346,803
3116973347,-1
3116973351,133
3116974303,1560
3116974305,1549
3116974307,1073
3116974309,937
3116974312,750
3116974322,1073
3116974324,159
3116974325,427
3116974326,191
3116974329,133
3116974334,-1
3116974336,223
3116974340,151
3116974342,874
3116974343,1105
3116974345,133
3116975304,-1
3116975306,567
3116975307,579
3116975309,-1
3116975312,427
3116975313,88
3116975314,1433
3116975316,409
3116975326,744
3116975329,1433
3116975333,246
3116975334,133
3116975335,-1
3116975337,30
3116975338,-1
3116975339,1260
3116975340,410
3116975345,1300
3116975346,133
3116975347,399
3116976306,1560
3116976307,917
3116976309,488
3116976310,-1
3116976317,133
3116976321,409
3116976322,1576
3116976324,-1
3116976327,1290
3116976333,200
3116976334,937
3116976336,-1
3116976337,-1
3116976339,90
3116976340,1155
3116976342,150
3116976347,671
3116976348,88
3116977306,-1
3116977311,1051
3116977318,877
3116977322,-1
3116977323,389
3116977324,1290
3116977325,1557
3116977327,-1
3116977328,446
3116977329,188
3116977331,1497
3116977333,146
3116977334,-1
3116977337,1034
3116977339,574
3116977340,1482
3116977341,877
3116977343,-1
3116977344,252
3116977345,1483
3116977346,1467
3116978302,1305
3116978305,198
3116978306,937
3116978307,937
3116978310,566
3116978312,1137
3116978315,-1
3116978316,246
3116978318,938
3116978322,252
3116978324,937
3116978325,72
3116978326,386
3116978333,937
3116978338,938
3116978340,133
3116978342,-1
3116979303,-1
3116979304,1177
3116979306,517
3116979309,465
3116979310,743
3116979311,-1
3116979314,1442
3116979317,1220
3116979318,427
3116979321,1586
3116979326,937
3116979328,687
3116979329,465
3116979335,1207
3116979338,573
3116979340,-1
3116979342,133
3116979343,88
3116979345,103
3116979347,103
3116980302,1263
3116980303,1036
3116980307,150
3116980308,259
3116980310,-1
3116980311,-1
3116980314,427
3116980316,-1
3116980321,937
3116980322,-1
3116980324,1425
3116980326,1558
3116980330,887
3116980338,744
3116980339,1466
3116980341,-1
3116981306,184
3116981312,-1
3116981314,133
3116981325,937
3116981326,-1
3116981328,1136
3116981329,1273
3116981331,703
3116981333,150
3116981334,1262
3116981335,937
3116981340,133
3116981343,755
3116981345,515
3116982303,70
3116982306,-1
3116982310,1562
3116982314,1036
3116982318,30
3116982323,183
3116982324,1219
3116982325,877
3116982326,-1
3116982327,913
3116982328,196
3116982330,743
3116982331,937
3116982332,1548
3116982333,-1
3116982339,937
3116982343,-1
3116982344,1437
3116982345,592
3116982346,743
3116982348,743
3116982349,1104
3116982352,1440
3116982354,1330
3116983309,1104
3116983314,1034
3116983315,-1
3116983317,133
3116983318,492
3116983319,-1
3116983321,384
3116983324,133
3116983325,1290
3116983326,743
3116983328,516
3116983331,133
3116983334,913
3116983339,1408
3116983341,937
3116983342,1034
3116983348,1253
3116983351,133
3116983354,1482
3116983358,1207
3116984306,1051
3116984314,1491
3116984318,252
3116984324,1559
3116984327,133
3116984331,1496
3116984335,937
3116984336,1102
3116984341,1401
3116984342,877
3116984344,743
3116984346,149
3116984348,1270
3116985304,947
3116985305,446
3116985310,133
3116985311,937
3116985315,1290
3116985316,877
3116985317,1105
3116985321,196
3116985322,-1
3116985324,947
3116985326,803
3116985328,-1
3116985338,158
3116985339,937
3116985343,384
3116985344,-1
3116985345,249
3116985346,-1
3116985347,1137
3116986313,741
3116986314,837
3116986316,1160
3116986319,1109
3116986321,1040
3116986322,133
3116986324,400
3116986325,443
3116986326,247
3116986327,1186
3116986331,-1
3116986338,874
3116986339,1034
3116986340,246
3116986342,402
3116986347,-1
3116986348,755
3116987310,1292
3116987311,938
3116987313,-1
3116987316,203
3116987319,1290
3116987320,30
3116987321,943
3116987322,1036
3116987326,1594
3116987328,706
3116987330,1300
3116987332,-1
3116987335,1433
3116987339,-1
3116987346,743
3116987348,-1
3116987354,108
3116987355,877
3116987357,1442
3116988304,1497
3116988305,-1
3116988307,198
3116988309,937
3116988310,937
3116988312,88
3116988315,743
3116988316,877
3116988317,1034
3116988318,973
3116988323,935
3116988328,-1
3116988329,877
3116988330,389
3116988333,937
3116988335,606
3116988338,1121
3116988346,90
3116989303,-1
3116989304,-1
3116989309,937
3116989311,158
3116989313,175
3116989314,743
3116989315,1533
3116989318,188
3116989319,1036
3116989320,1235
3116989321,672
3116989323,1121
3116989324,-1
3116989328,837
3116989329,103
3116989331,877
3116989332,449
3116989333,-1
3116989335,1119
3116989336,632
3116989338,937
3116989342,133
3116989345,912
3116989346,30
3116989350,1595
3116989352,496
3116989353,88
3116990303,1560
3116990311,1486
3116990313,1052
3116990320,-1
3116990323,111
3116990326,-1
3116990328,743
3116990332,264
3116990333,-1
3116990335,937
3116990337,103
3116990341,1483
3116990346,-1
3116991303,234
3116991308,187
3116991311,-1
3116991315,1559
3116991316,1235
3116991318,133
3116991321,812
3116991322,188
3116991323,755
3116991325,590
3116991326,937
3116991328,1186
3116991329,1022
3116991333,1558
3116991335,937
3116991336,133
3116991340,-1
3116991343,389
3116991345,469
3116991346,812
3116991347,133
3116991348,1598
3116991350,133
3116991351,133
3122823305,-1
3122823308,-1
3122823310,744
3122823316,-1
3122823320,40
3122823324,-1
3122823326,877
3122823328,743
3122823330,755
3122823331,52
3122823338,837
3122823343,246
3122823344,1034
3122823345,246
3122823347,133
3122824306,-1
3122824308,496
3122824311,-1
3122824321,1207
3122824322,196
3122824324,-1
3122824327,590
3122824328,492
3122824329,133
3122824335,425
3122824337,941
3122824339,30
3122824340,246
3122824349,1468
3122825310,-1
3122825313,30
3122825316,492
3122825317,133
3122825325,-1
3122825328,133
3122825337,252
3122825339,-1
3122825342,1559
3122825350,-1
3122825353,803
3122826306,755
3122826315,425
3122826318,1165
3122826319,632
3122826321,124
3122826328,410
3122826330,-1
3122826334,249
3122826340,1584
3122826341,-1
3122826343,-1
3122826345,558
3122827305,889
3122827317,1467
3122827326,437
3122827327,386
3122827331,29
3122827332,133
3122827334,236
3122827337,1084
3122827340,617
3122827342,1467
3122827344,1036
3122827347,30
3122827350,590
3122827351,-1
3122827352,489
3122827356,30
3122828311,370
3122828315,-1
3122828320,1483
3122828322,88
3122828325,88
3122828327,468
3122828329,687
3122828335,743
3122828341,1437
3122828343,1264
3122828345,133
3122828348,687
3122828352,1584
3122828353,937
3122828355,538
3122829313,560
3122829314,103
3122829317,1401
3122829323,-1
3122829325,1597
3122829326,1486
3122829330,837
3122829332,690
3122829333,1186
3122829334,-1
3122829335,865
3122829339,1483
3122829341,427
3122829342,1418
3122829345,249
3122830308,1289
3122830312,1486
3122830314,133
3122830316,30
3122830318,590
3122830319,1186
3122830323,354
3122830324,469
3122830328,-1
3122830330,133
3122830331,223
3122830332,29
3122830333,249
3122830335,755
3122830336,908
3122830337,88
3122830346,1473
3122830350,30
3122831303,948
3122831306,1481
3122831313,210
3122831314,468
3122831315,252
3122831320,1408
3122831322,1596
3122831325,252
3122831327,30
3122831329,146
3122831330,994
3122831333,908
3122831336,357
3122831337,1186
3122831339,908
3122831342,427
3122831346,937
3122832305,-1
3122832307,-1
3122832309,-1
3122832310,755
3122832311,-1
3122832314,1198
3122832317,-1
3122832318,133
3122832321,1186
3122832323,133
3122832327,1437
3122832328,133
3122832330,133
3122832332,354
3122832337,687
3122832338,30
3122832339,837
3122833311,1253
3122833314,877
3122833317,1594
3122833318,-1
3122833320,1054
3122833322,1260
3122833327,184
3122833332,891
3122833336,877
3122833340,-1
3122833342,1595
3122833344,133
3122833345,1136
3122833346,-1
3122833348,88
3122833349,1584
3122833352,252
3122834320,88
3122834321,687
3122834324,803
3122834328,266
3122834330,8
3122834332,743
3122834333,1491
3122834334,3
3122834335,-1
3122834339,1260
3122834342,908
3122834346,973
3122834347,1491
3122834349,937
3122835310,-1
3122835316,1420
3122835318,133
3122835322,810
3122835323,150
3122835326,354
3122835327,150
3122835334,-1
3122835339,-1
3122835340,1260
3122835341,1001
3122835344,837
3122835346,140
3122835349,133
3122835350,912
3122835352,184
3122835353,494
3122836308,489
3122836315,-1
3122836318,28
3122836320,743
3122836321,946
3122836325,837
3122836328,133
3122836329,1482
3122836330,472
3122836335,1289
3122836338,237
3122836339,743
3122836340,1162
3122836342,1056
3122836345,695
3122836346,628
3122837309,-1
3122837315,492
3122837317,133
3122837318,1428
3122837323,1559
3122837324,456
3122837326,-1
3122837327,103
3122837328,-1
3122837329,743
3122837334,-1
3122837336,-1
3122837337,3
3122837340,1020
3122837344,743
3122837345,354
3122837346,1054
3122837348,1440
3122837349,469
3122837355,133
3122838308,829
3122838316,1175
3122838321,-1
3122838322,112
3122838325,-1
3122838327,389
3122838331,492
3122838333,30
3122838334,877
3122838335,1099
3122838338,-1
3122838340,133
3122838344,-1
3122838349,1093
3122838352,133
3122838354,877
3122838356,1401
3122839305,467
3122839310,-1
3122839313,492
3122839317,133
3122839318,1089
3122839322,133
3122839323,1207
3122839324,1276
3122839325,133
3122839328,560
3122839329,1526
3122839331,103
3122839333,566
3122839337,133
3122839340,133
3122839342,590
3122839343,384
3122839348,66
3122840305,1088
3122840309,830
3122840310,1557
3122840311,1104
3122840313,750
3122840314,-1
3122840316,-1
3122840317,88
3122840318,1249
3122840321,-1
3122840331,469
3122840332,590
3122840333,133
3122840334,1275
3122840339,1225
3122840340,150
3122840346,937
3122840348,1425
3122841307,-1
3122841308,99
3122841313,223
3122841314,129
3122841315,755
3122841316,133
3122841318,590
3122841322,133
3122841324,973
3122841326,-1
3122841327,150
3122841328,938
3122841329,384
3122841331,837
3122841332,383
3122841334,-1
3122841337,88
3122841339,1500
3122841344,1584
3122841347,744
3122841348,821
3122841349,937
3122842304,-1
3122842306,938
3122842309,133
3122842311,468
3122842312,952
3122842319,590
3122842322,1175
3122842324,-1
3122842326,837
3122842329,252
3122842331,401
3122842332,908
3122842335,-1
3122842338,1121
3122842341,399
3122842342,755
3122842344,492
3126932307,-1
3126932308,1256
3126932316,-1
3126932322,687
3126932323,386
3126932325,246
3126932327,103
3126932330,877
3126932332,1596
3126932336,687
3126932338,28
3126932340,1096
3126933302,-1
3126933303,-1
3126933304,829
3126933305,30
3126933307,1256
3126933310,1199
3126933311,1290
3126933312,937
3126933316,-1
3126933320,937
3126933322,-1
3126933330,1483
3126934310,-1
3126934311,503
3126934315,-1
3126934316,1262
3126934318,133
3126934321,30
3126934323,146
3126934324,489
3126934327,1260
3126934330,30
3126934332,1596
3126934333,-1
3126934334,133
3126934336,886
3126934338,755
3126935306,702
3126935307,1471
3126935310,744
3126935312,427
3126935316,149
3126935317,937
3126935320,382
3126935321,138
3126935326,1460
3126935327,596
3126935328,-1
3126935331,1225
3126935332,1260
3126935335,1153
3126936303,-1
3126936304,1094
3126936313,702
3126936315,937
3126936316,1121
3126936318,755
3126936319,370
3126936323,1034
3126936324,1260
3126936326,590
3126936327,1595
3126936330,184
3126936332,103
3126936334,1586
3126936335,103
3126937302,-1
3126937303,1259
3126937305,877
3126937306,-1
3126937311,687
3126937313,492
3126937314,1408
3126937315,1137
3126937319,743
3126937326,1061
3126937327,374
3126937328,912
3126937329,-1
3126937333,702
3126938303,679
3126938305,1153
3126938306,1595
3126938307,177
3126938308,409
3126938309,1263
3126938310,468
3126938312,590
3126938315,687
3126938322,4
3126938324,-1
3126938325,-1
3126938328,1434
3126938333,1453
3126938335,1518
3126938337,558
3126938338,887
3126939302,-1
3126939303,-1
3126939307,-1
3126939308,1042
3126939309,149
3126939310,877
3126939312,266
3126939313,941
3126939314,-1
3126939316,246
3126939317,88
3126939321,1440
3126939322,538
3126939323,370
3126939324,390
3126939326,937
3126939329,1153
3126939330,743
3126939331,557
3126939332,30
3126939333,741
3126940302,1052
3126940304,1427
3126940305,829
3126940306,1253
3126940315,1034
3126940317,1327
3126940322,-1
3126940325,-1
3126940326,133
3126940330,1468
3126940331,134
3126941301,590
3126941303,175
3126941312,133
3126941314,743
3126941316,491
3126941318,68
3126941319,1594
3126941322,-1
3126941323,913
3126941326,-1
3126941328,354
3126941329,-1
3126941330,246
3126941332,-1
3126941334,-1
3126941335,803
3126941336,492
3126942305,-1
3126942309,-1
3126942310,889
3126942314,30
3126942317,134
3126942318,133
3126942321,8
3126942323,29
3126942325,-1
3126942327,427
3126942331,973
3126942333,1575
3126942334,8
3126942335,1468
3126942336,150
3126942341,-1
3126942342,184
3126942343,-1
3126942344,1274
3126942345,1594
3126943303,427
3126943308,1559
3126943310,1260
3126943311,-1
3126943313,201
3126943314,-1
3126943316,859
3126943318,-1
3126943319,973
3126943320,-1
3126943322,671
3126943329,425
3126943333,956
3126943337,-1
3126943341,953
3126944305,887
3126944308,189
3126944312,30
3126944313,-1
3126944314,30
3126944317,-1
3126944321,953
3126944323,590
3126944324,-1
3126944325,-1
3126944327,-1
3126944329,357
3126944335,743
3126944337,688
3126944338,-1
3126945303,-1
3126945306,1104
3126945309,973
3126945310,1558
3126945311,1097
3126945312,-1
3126945321,-1
3126945326,1153
3126945330,383
3126945333,30
3126945334,941
3126945335,-1
3126945336,687
3126945341,1225
3126945343,594
3126945344,186
3126945345,-1
3126945346,1259
3126945347,1584
3126946303,-1
3126946305,383
3126946312,137
3126946313,-1
3126946314,-1
3126946320,908
3126946323,249
3126946324,-1
3126946326,1207
3126946327,1253
3126946340,865
3126946342,-1
3126946345,386
3126947305,-1
3126947307,186
3126947312,610
3126947315,1135
3126947317,437
3126947325,1595
3126947328,973
3126947332,1172
3126947333,1207
3126947334,1038
3126947335,1219
3126948307,508
3126948308,137
3126948312,953
3126948313,1290
3126948314,590
3126948318,1183
3126948319,1186
3126948323,151
3126948324,1486
3126948325,702
3126948328,887
3126948329,99
3126948330,1438
3126948332,1023
3126949301,-1
3126949309,735
3126949310,1582
3126949311,1253
3126949316,1186
3126949317,1186
3126949318,1194
3126949322,937
3126949324,252
3126949333,976
3126949334,908
3126949336,1207
3126949337,1186
3126949338,1092
3126949340,991
3126949341,-1
3126949343,465
3126949345,1468
3126949346,354
3126950302,1559
3126950304,1051
3126950305,133
3126950307,-1
3126950309,1398
3126950311,-1
3126950316,133
3126950318,249
3126950319,30
3126950324,-1
3126950329,938
3126950331,30
3126950332,-1
3126950334,687
3126950337,515
3126950338,590
3126951301,1104
3126951302,1300
3126951304,-1
3126951307,1487
3126951308,29
3126951312,299
3126951313,569
3126951314,1541
3126951317,151
3126951319,-1
3126951321,-1
3126951322,938
3126951323,1425
3126951325,1251
3126951332,687
3126951333,836
3126951334,885
3126951337,837
3131201303,408
3131201305,459
3131201309,133
3131201311,1257
3131201312,1121
3131201320,1030
3131201321,151
3131201322,133
3131201325,706
3131202306,938
3131202307,913
3131202313,1256
3131202314,874
3131202316,824
3131202320,-1
3131202324,1260
3131202325,-1
3131202329,150
3131202330,-1
3131202331,149
3131202333,1274
3131203305,-1
3131203310,133
3131203312,1153
3131203318,706
3131203323,-1
3131203326,1289
3131203329,803
3131204306,-1
3131204308,827
3131204311,953
3131204313,1459
3131204314,608
3131204315,1290
3131204316,887
3131204317,-1
3131204322,-1
3131204323,937
3131204324,-1
3131204326,-1
3131204329,1575
3131205302,1235
3131205303,1262
3131205306,-1
3131205307,1097
3131205308,1263
3131205313,887
3131205318,-1
3131205320,1207
3131205321,27
3131205322,1225
3131205327,941
3131205328,803
3131206306,30
3131206307,1080
3131206311,384
3131206312,196
3131206316,516
3131206317,1498
3131206322,-1
3131206324,1274
3131206325,837
3131206327,-1
3131206329,-1
3131207307,590
3131207309,1225
3131207311,973
3131207313,140
3131207315,908
3131207316,-1
3131207323,1153
3131207325,803
3131207327,-1
3131208303,-1
3131208307,-1
3131208313,1262
3131208315,877
3131208319,985
3131208320,-1
3131208324,1257
3131208325,-1
3131209305,-1
3131209307,-1
3131209308,-1
3131209310,877
3131209312,88
3131209313,1023
3131209316,-1
3131209317,590
3131209320,865
3131209321,-1
3131209323,1219
3131209324,-1
3131209326,886
3131209329,1165
3131210303,590
3131210310,1447
3131210313,-1
3131210315,-1
3131210321,489
3131210322,1598
3131210323,1220
3131210324,1219
3131210327,-1
3131211309,57
3131211311,973
3131211314,1219
3131211315,-1
3131211320,937
3131211321,145
3131211328,-1
3131212303,-1
3131212304,-1
3131212305,-1
3131212308,865
3131212310,386
3131212313,1468
3131212318,937
3131212319,492
3131212320,494
3131212321,1136
3131212324,-1
3131212328,743
3131212329,805
3131213309,-1
3131213315,1539
3131213316,489
3131213317,803
3131213320,937
3131213323,459
3131213324,1207
3131213330,671
3131214308,-1
3131214310,694
3131214313,1262
3131214315,1259
3131214318,1433
3131214323,492
3131214324,-1
3131214326,912
3131214327,1023
3131214328,803
3131215303,1557
3131215305,149
3131215306,1257
3131215310,743
3131215312,-1
3131215314,1290
3131215321,-1
3131215325,912
3131215326,492
3131216307,1225
3131216308,594
3131216309,103
3131216310,150
3131216322,1056
3131216323,4
3131216326,1225
3131216327,-1
3131216329,494
3131217314,1186
3131217315,1023
3131217320,234
3131217323,-1
3131217328,30
3131217329,1587
3131217330,389
3131217331,1404
3131218312,938
3131218316,937
3131218321,-1
3131218323,704
3131218325,100
3131218326,374
3131219304,427
3131219305,-1
3131219308,-1
3131219310,887
3131219313,30
3131219314,1420
3131219316,1399
3131219319,1253
3131219320,1539
3131219323,-1
3131220304,-1
3131220305,-1
3131220306,1263
3131220310,168
3131220313,1225
3131220316,30
3131220317,837
3131220318,1034
3131220323,1585
3131220325,8
3131220326,133
3131220327,492
3305968304,-1
3305968305,-1
3305968306,-1
3305968308,916
3305968312,489
3305968314,459
3305968315,1252
3305968320,1468
3305968323,1023
3305968327,803
3305969302,-1
3305969306,-1
3305969307,1036
3305969310,149
3305969311,249
3305969312,1243
3305969316,1539
3305969318,459
3305969319,1203
3305969320,1260
3305970304,25
3305970306,1468
3305970308,-1
3305970310,877
3305970312,-1
3305970313,1253
3305970314,4
3305970320,145
3305970322,1030
3305970327,107
3305970328,687
3305970329,-1
3305971303,1259
3305971306,107
3305971308,150
3305971309,-1
3305971313,1121
3305972301,937
3305972303,-1
3305972306,1253
3305972307,1453
3305972309,1260
3305972311,1260
3305972313,912
3305972317,908
3305972319,-1
3305972320,401
3305972321,-1
3305972322,459
3305973311,1302
3305973316,140
3305974304,-1
3305974309,1256
3305974311,1121
3305974318,1468
3305974319,-1
3305974321,150
3305974323,803
3305975301,1468
3305975305,4
3305975306,-1
3305975310,246
3305975312,1425
3305975313,88
3305975315,874
3305975318,-1
3305975320,803
3305975322,1262
3305976303,-1
3305976307,744
3305976309,1539
3305976310,803
3305976317,1183
3305976320,459
3305976321,489
3305976322,1036
3305977301,-1
3305977305,11
3305977313,-1
3305977316,1109
3305977318,-1
3305977319,571
3305977320,1252
3305978305,1300
3305978310,459
3305978314,1468
3305978316,803
3305978322,1183
3305978325,1425
3305978330,489
3305978333,741
3305979304,-1
3305979308,-1
3305979315,-1
3305979321,-1
3305979323,1252
3305980312,494
3305980314,608
3305980318,1013
3305980320,909
3305980323,144
3305980325,-1
3305980328,1180
3305980329,144
3305981301,1406
3305981307,149
3305981310,1401
3305981312,1482
3305981318,-1
3305981325,515
3305981326,571
3305982302,-1
3305982305,-1
3305982310,931
3305982311,803
3305982312,1468
3305982313,-1
3305982315,-1
3305982323,-1
3305982330,-1
3305982332,1290
3305983310,-1
3305983313,-1
3305983314,1253
3305983315,1249
3305983319,1290
3305983321,4
3305983324,939
3305983326,-1
3305984303,-1
3305984308,803
3305984311,1314
3305984313,673
3305984319,743
3305984322,1203
3305985306,-1
3305985310,-1
3305985312,874
3305985315,-1
3305985316,938
3305985318,469
3305985322,608
3305985323,716
3305986302,-1
3305986306,877
3305986311,-1
3305986315,515
3305986318,-1
3305986320,516
3305986321,1186
3305986322,1256
3305986323,887
3305987301,-1
3305987303,1302
3305987306,1259
3305987307,-1
3305987308,-1
3305987309,-1
3305987318,492
3305987320,1183
3305987321,1078
3305987322,108
3305987323,-1
3311355304,503
3311355305,1136
3311355310,594
3311355311,952
3311355315,1597
3311355317,931
3311355319,150
3311355322,503
3311355323,1115
3311355325,150
3311355329,99
3311355335,1183
3311355339,909
3311356302,815
3311356306,952
3311356307,687
3311356308,1327
3311356310,1440
3311356314,-1
3311356316,-1
3311356321,492
3311356322,1427
3311356323,1181
3311356324,-1
3311356326,1023
3311356327,1115
3311357303,-1
3311357304,-1
3311357307,-1
3311357314,1551
3311357316,-1
3311357321,459
3311357322,-1
3311357330,1264
3311357331,246
3311357332,503
3311357333,496
3311358302,-1
3311358303,1083
3311358304,-1
3311358307,1219
3311358308,912
3311358309,150
3311358312,-1
3311358313,469
3311358317,129
3311358321,-1
3311358329,150
3311358331,837
3311358335,117
3311358338,151
3311359301,-1
3311359305,1257
3311359308,-1
3311359310,-1
3311359313,117
3311359316,243
3311359322,117
3311359323,803
3311359337,179
3311359339,1327
3311360302,515
3311360306,-1
3311360308,-1
3311360309,103
3311360310,-1
3311360312,150
3311360314,877
3311360315,-1
3311360327,508
3311360331,1594
3311360333,1136
3311360335,1274
3311361301,-1
3311361305,517
3311361310,1453
3311361311,1183
3311361315,494
3311361318,-1
3311361320,-1
3311361325,1453
3311361328,1056
3311361329,150
3311362301,-1
3311362302,1436
3311362304,-1
3311362306,803
3311362307,-1
3311362309,565
3311362311,179
3311362314,459
3311362315,877
3311362316,1109
3311362318,1203
3311362324,1084
3311362325,1399
3311362326,514
3311362327,1000
3311362331,515
3311362333,149
3311362334,1482
3311363301,-1
3311363302,-1
3311363307,-1
3311363309,29
3311363310,105
3311363315,105
3311363320,117
3311363323,1219
3311363326,-1
3311363330,1360
3311363331,-1
3311363332,1501
3311363333,489
3311363334,4
3311364306,644
3311364307,515
3311364310,1346
3311364311,-1
3311364312,1483
3311364313,1303
3311364316,-1
3311364319,617
3311364324,151
3311364328,492
3311365307,1203
3311365313,1265
3311365315,909
3311365317,196
3311365319,743
3311365324,1539
3311365329,1304
3311365331,1482
3311366303,1136
3311366304,1162
3311366305,1260
3311366311,-1
3311366312,1427
3311366315,-1
3311366317,-1
3311366318,735
3311366321,702
3311366322,151
3311366324,1257
3311366327,-1
3311366329,1381
3311366330,-1
3311366331,702
3311366332,8
3311366333,1207
3311366336,489
3311366338,-1
3311367306,88
3311367311,117
3311367314,1112
3311367315,-1
3311367316,1252
3311367320,1257
3311367326,489
3311367330,494
3311367331,938
3311367333,252
3311368304,1183
3311368306,1042
3311368310,117
3311368311,1440
3311368316,1381
3311368317,909
3311368318,477
3311368320,1482
3311368321,1096
3311368324,571
3311368330,151
3311369302,694
3311369307,1030
3311369310,824
3311369311,803
3311369312,-1
3311369313,1092
3311369316,569
3311369317,234
3311369318,-1
3311369322,117
3311369323,1225
3311369327,-1
3311369328,465
3311369333,386
3311370306,-1
3311370309,1468
3311370313,1453
3311370315,420
3311370320,1109
3311370323,-1
3311370325,150
3311370326,150
3311370327,489
3311370328,149
3311371302,-1
3311371303,1183
3311371308,166
3311371326,1482
3311371329,515
3311372304,1208
3311372306,1327
3311372308,1263
3311372312,1258
3311372315,383
3311372317,1482
3311372321,541
3311372328,741
3311372330,1052
3311373301,1399
3311373304,107
3311373305,1183
3311373306,117
3311373307,459
3311373309,1165
3311373310,1183
3311373312,503
3311373318,1219
3311373328,246
3311373329,37
3311373330,1381
3311373331,252
3311374306,4
3311374307,107
3311374308,-1
3311374309,1257
3311374310,1468
3311374316,938
3311374319,1482
3311374321,-1
3311374323,258
3311374326,150
3311374330,103
3313851314,937
3313851315,459
3313851317,466
3313851321,1172
3313851322,469
3313851325,698
3313851326,937
3313851327,39
3313851328,-1
3313851330,239
3313851333,477
3313852304,1083
3313852306,1539
3313852313,239
3313852317,1587
3313852318,-1
3313852324,909
3313852325,399
3313852329,937
3313852330,243
3313852331,-1
3313852332,46
3313852335,1482
3313852337,1360
3313853309,1225
3313853310,1482
3313853311,937
3313853316,1290
3313853320,877
3313853323,1073
3313853324,-1
3313853327,243
3313853328,937
3313854304,-1
3313854309,399
3313854311,494
3313854313,1034
3313854315,-1
3313854321,88
3313854326,874
3313854327,1420
3313854328,937
3313854330,107
3313854331,-1
3313854335,1381
3313854337,256
3313854340,-1
3313854345,1587
3313855303,703
3313855304,938
3313855307,-1
3313855309,938
3313855312,1042
3313855320,492
3313855321,-1
3313855323,494
3313855325,1052
3313855326,1130
3313855335,673
3313856302,-1
3313856305,1211
3313856306,459
3313856310,27
3313856311,565
3313856314,145
3313856317,133
3313856319,937
3313856323,909
3313856325,941
3313856328,1073
3313856334,-1
3313856336,1425
3313856337,1587
3313857303,1086
3313857304,136
3313857305,1042
3313857307,1323
3313857308,827
3313857309,706
3313857311,1433
3313857312,494
3313857313,952
3313857319,1183
3313857324,-1
3313857325,1433
3313857326,1232
3313857327,1486
3313857330,673
3313857332,673
3313857334,736
3313858306,-1
3313858307,-1
3313858308,151
3313858311,1034
3313858312,-1
3313858315,-1
3313858316,494
3313858317,1115
3313858318,937
3313858320,489
3313858330,88
3313858333,1425
3313858334,37
3313858337,145
3313858342,39
3313859304,-1
3313859307,-1
3313859311,-1
3313859322,150
3313859324,937
3313859327,384
3313859328,1053
3313859332,-1
3313859333,1034
3313859334,46
3313859337,824
3313859340,1183
3313859341,1467
3313860303,1539
3313860305,243
3313860306,149
3313860307,1256
3313860310,-1
3313860320,494
3313860321,-1
3313860322,1136
3313860328,909
3313860330,444
3313860333,1065
3313860335,1403
3313860339,1180
3313860340,1453
3313861304,-1
3313861313,1166
3313861316,-1
3313861318,-1
3313861322,129
3313861323,469
3313861329,1482
3313861334,1034
3313861339,1243
3313861341,494
3313861342,632
3313862308,1069
3313862313,1186
3313862314,937
3313862315,937
3313862316,1274
3313862317,570
3313862319,494
3313862326,1243
3313862329,1034
3313862334,565
3313862337,1466
3313862341,39
3313862346,39
3313863305,1219
3313863306,-1
3313863307,-1
3313863308,-1
3313863314,400
3313863317,-1
3313863319,-1
3313863320,-1
3313863323,88
3313863327,803
3313863328,937
3313863330,259
3313863331,-1
3313863338,608
3313864314,-1
3313864315,1115
3313864318,492
3313864321,1327
3313864323,144
3313864333,1401
3313864337,494
3313865310,-1
3313865311,494
3313865321,459
3313865323,386
3313865330,-1
3313865332,1381
3313865334,-1
3313865341,-1
3313865342,-1
3313866304,-1
3313866305,1141
3313866312,470
3313866313,1034
3313866318,107
3313866320,1034
3313866326,1115
3313866328,937
3313866338,-1
3313866340,755
3313866342,105
3313866346,46
3313867304,1420
3313867309,1243
3313867310,702
3313867311,1034
3313867314,1066
3313867317,-1
3313867319,1569
3313867320,-1
3313867322,88
3313867324,-1
3313867325,1023
3313867329,1121
3313867333,-1
3313867336,1043
3313867337,743
3313867338,144
3313867339,1338
3313868303,145
3313868310,1183
3313868313,494
3313868315,1023
3313868317,1207
3313868326,1381
3313868333,1473
3313868334,-1
3313868341,1093
3313869306,803
3313869309,515
3313869316,1225
3313869328,383
3313869329,937
3313869335,459
3313869336,494
3313869340,1327
3313870301,-1
3313870313,515
3313870314,144
3313870315,46
3313870316,386
